Name;Higher.degree;Type;Total.applicants;Total.eligibles;Total.qualified;Tuition.fees;Total.students
The University of Tennessee-Knoxville;Doctor's degree  research scholarship and professional practice;Public;14396;10435;4276;11194;30030
University of Denver;Doctor's degree  research scholarship and professional practice;Private not-for-profit;13735;10539;1413;40707;11778
Montana State University;Doctor's degree  research scholarship;Public;12581;10630;2914;6752;14852
Clemson University;Doctor's degree  research scholarship;Public;18500;10706;3463;13054;21303
Towson University;Doctor's degree  research scholarship and professional practice;Public;17750;10710;2748;8342;22499
Sonoma State University;Master's degree;Public;13142;10758;1749;7234;9120
University of North Texas;Doctor's degree  research scholarship and professional practice;Public;18299;10922;4617;8745;38315
University of Arkansas;Doctor's degree  research scholarship and professional practice;Public;18908;11076;4339;7818;25341
The University of Texas at San Antonio;Doctor's degree  research scholarship;Public;15239;11165;4493;7457;28623
Bowling Green State University-Main Campus;Doctor's degree  research scholarship;Public;15689;11370;3348;10726;16958
University of Miami;Doctor's degree  research scholarship and professional practice;Private not-for-profit;28907;11691;2140;42852;16935
University of Cincinnati-Main Campus;Doctor's degree  research scholarship and professional practice;Public;16002;11721;4486;10784;34379
SUNY at Albany;Doctor's degree  research scholarship;Public;21178;11744;2568;8040;17338
Florida Atlantic University;Doctor's degree  research scholarship and professional practice;Public;24889;11880;3479;4790;30759
DePaul University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;19957;11948;2425;33990;24414
Stony Brook University;Doctor's degree  research scholarship and professional practice;Public;30300;11963;2709;7995;24143
Temple University;Doctor's degree  research scholarship and professional practice;Public;18813;12016;4390;14096;37270
SUNY at Binghamton;Doctor's degree  research scholarship and professional practice;Public;28232;12104;2664;8144;16077
Central Michigan University;Doctor's degree  research scholarship and professional practice;Public;19262;12143;2963;11220;26841
Washington State University;Doctor's degree  research scholarship and professional practice;Public;14887;12219;4163;12327;27642
Louisiana State University and Agricultural & Mechanical College;Doctor's degree  research scholarship and professional practice;Public;16169;12326;5725;7873;30478
California State University-Chico;Master's degree;Public;17215;12327;2714;6972;16356
University of Maryland-College Park;Doctor's degree  research scholarship and professional practice;Public;26247;12333;4020;9162;37272
University of Florida;Doctor's degree  research scholarship and professional practice;Public;27107;12618;6373;6263;49878
Texas Tech University;Doctor's degree  research scholarship and professional practice;Public;19170;12709;4785;7517;33111
University of South Florida-Main Campus;Doctor's degree  research scholarship and professional practice;Public;28512;12900;3904;6410;41428
George Mason University;Doctor's degree  research scholarship and professional practice;Public;20805;12905;3011;9908;33917
Auburn University;Doctor's degree  research scholarship and professional practice;Public;15745;13027;3726;9852;24864
University at Buffalo;Doctor's degree  research scholarship and professional practice;Public;23093;13053;3669;8211;29850
Loyola University Chicago;Doctor's degree  research scholarship and professional practice;Private not-for-profit;14355;13121;2512;35573;15957
Kent State University at Kent;Doctor's degree  research scholarship and professional practice;Public;15970;13259;4111;9816;28998
Hofstra University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;22733;13346;1488;37400;10928
Virginia Polytechnic Institute and State University;Doctor's degree  research scholarship and professional practice;Public;19112;13432;5364;11455;31205
Marquette University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;23432;13462;1990;34640;11782
California State University-Northridge;Doctor's degree  research scholarship;Public;29339;13566;4149;6525;38310
University of Kentucky;Doctor's degree  research scholarship and professional practice;Public;19810;13592;4702;10110;28435
Iowa State University;Doctor's degree  research scholarship and professional practice;Public;16539;13648;5366;7726;32955
California State University-Sacramento;Doctor's degree other;Public;19702;13728;3151;6628;28811
Quinnipiac University;Doctor's degree professional practice;Private not-for-profit;20699;13914;1803;39330;8803
Colorado State University-Fort Collins;Doctor's degree  research scholarship and professional practice;Public;17970;13914;4443;9313;31186
University of Pittsburgh-Pittsburgh Campus;Doctor's degree  research scholarship and professional practice;Public;24871;13959;3678;17100;28649
University of New Hampshire-Main Campus;Doctor's degree  research scholarship and professional practice;Public;17938;13963;2869;16496;14913
Syracuse University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;28269;13990;3487;40458;21267
West Virginia University;Doctor's degree  research scholarship and professional practice;Public;16521;14060;5135;6456;29466
University of South Carolina-Columbia;Doctor's degree  research scholarship and professional practice;Public;23429;14199;4625;10816;31964
Texas State University;Doctor's degree  research scholarship and professional practice;Public;18939;14219;5181;8060;35546
James Madison University;Doctor's degree  research scholarship and professional practice;Public;22648;14394;4325;9176;20181
Northern Illinois University;Doctor's degree  research scholarship and professional practice;Public;25914;14545;2679;12976;21138
California State Polytechnic University-Pomona;Doctor's degree  research scholarship;Public;28143;14686;3120;6350;22501
University of Connecticut;Doctor's degree  research scholarship and professional practice;Public;27479;14745;3755;12022;25911
Grand Valley State University;Doctor's degree professional practice;Public;18122;14969;4078;10716;24477
Miami University-Oxford;Doctor's degree  research scholarship;Public;22520;15034;3644;13800;17901
Ohio University-Main Campus;Doctor's degree  research scholarship and professional practice;Public;20765;15149;4244;10446;28786
University of Central Florida;Doctor's degree  research scholarship and professional practice;Public;31820;15572;6068;6317;59589
University of Rhode Island;Doctor's degree  research scholarship and professional practice;Public;19824;15603;2993;12450;16387
University of Oregon;Doctor's degree  research scholarship and professional practice;Public;21263;15770;4031;9763;24473
University of Wisconsin-Madison;Doctor's degree  research scholarship and professional practice;Public;23324;15841;6279;10403;42677
San Jose State University;Master's degree;Public;25155;15967;3384;7343;31278
University of Delaware;Doctor's degree  research scholarship and professional practice;Public;25458;16467;4224;12112;22166
University of Missouri-Columbia;Doctor's degree  research scholarship and professional practice;Public;20956;16473;6194;9415;34616
University of Washington-Seattle Campus;Doctor's degree  research scholarship and professional practice;Public;30199;16679;6253;12397;43762
Florida State University;Doctor's degree  research scholarship and professional practice;Public;29579;16803;6048;6507;40909
Baylor University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;29249;16809;3190;35972;15616
Fordham University;Doctor's degree  research scholarship and professional practice;Private not-for-profit;36189;17055;1967;43902;15097
University of Vermont;Doctor's degree  research scholarship and professional practice;Public;22381;17357;2495;15718;12723
University of Iowa;Doctor's degree  research scholarship and professional practice;Public;21642;17363;4460;8061;29748
Ohio State University-Main Campus;Doctor's degree  research scholarship and professional practice;Public;31359;17413;7130;10037;57466
Arizona State University-Tempe;Doctor's degree  research scholarship and professional practice;Public;21770;17465;7171;9861;48702
The University of Alabama;Doctor's degree  research scholarship and professional practice;Public;30975;17515;6454;9450;34752
Rutgers University-New Brunswick;Doctor's degree  research scholarship and professional practice;Public;30631;18230;6337;13499;48036
California State University-Los Angeles;Doctor's degree  research scholarship;Public;27321;18448;2908;6344;23258
Purdue University-Main Campus;Doctor's degree  research scholarship and professional practice;Public;31083;18779;6422;9992;39794
University of California-Riverside;Doctor's degree  research scholarship;Public;30391;18843;4034;12960;21207
University of Colorado Boulder;Doctor's degree  research scholarship and professional practice;Public;22473;19710;5846;10347;32017
University of California-Santa Cruz;Doctor's degree  research scholarship;Public;33137;19851;3827;13397;17203
San Francisco State University;Doctor's degree  research scholarship and professional practice;Public;31462;20070;3807;6450;29905
University of Arizona;Doctor's degree  research scholarship and professional practice;Public;26329;20251;7401;10391;40621
University of Illinois at Urbana-Champaign;Doctor's degree  research scholarship and professional practice;Public;33203;20716;7329;14750;44942
Michigan State University;Doctor's degree  research scholarship and professional practice;Public;31479;21610;8061;12862;49317
Texas A & M University-College Station;Doctor's degree  research scholarship and professional practice;Public;31387;21803;10241;8506;55697
University of Massachusetts-Amherst;Doctor's degree  research scholarship and professional practice;Public;36012;22665;4672;13443;28518
Northern Arizona University;Doctor's degree  research scholarship and professional practice;Public;33989;31057;4772;9738;26594
